"KingdomName","YearUpTo","RedListCategory","NumSpp","NumAssessWithinKingdom","NumAssessWithinRLcat","PropSppKingdomNoDD","PropSppKingdomWithDD","PropSppAllTaxaByCat"
"PLANTAE",1996,"Lower Risk/near threatened",0,0,217,0,0,0
"PLANTAE",1996,"All Threatened",0,0,1693,0,0,0
"PLANTAE",1998,"All Categories",5876,5876,8431,NA,1,0.696951725773929
"PLANTAE",1998,"Near Threatened",0,5876,0,0,0,0
"PLANTAE",1998,"Vulnerable",2629,5876,3573,0.469632011432655,0.447413206262764,0.735796249650154
"PLANTAE",1998,"Endangered",966,5876,1219,0.172561629153269,0.164397549353302,0.792452830188679
"PLANTAE",1998,"Least Concern",0,5876,0,0,0,0
"PLANTAE",1998,"Data Deficient",278,5876,828,0.0496605930689532,0.0473110959836624,0.335748792270531
"PLANTAE",1998,"Extinct",53,5876,288,0.00946766702393712,0.00901974132062628,0.184027777777778
"PLANTAE",1998,"Extinct in the Wild",9,5876,16,0.00160771704180064,0.00153165418652144,0.5625
